Date,Residential,Change in private inventories,Personal consumption expenditures,Intellectual property products,Metric_Name
1991/04/28,,"39,445","6,410,312",,Chained Dollars
1991/04/29,,"39,445","6,410,312",,Chained Dollars
1991/04/30,,"39,445","6,410,312",,Chained Dollars
1991/05/01,,"39,445","6,410,312",,Chained Dollars
1991/05/02,,"39,445","6,410,312",,Chained Dollars
1991/05/03,,"39,445","6,410,312",,Chained Dollars
1991/05/04,,"39,445","6,410,312",,Chained Dollars
1991/05/05,,"39,445","6,410,312",,Chained Dollars
1991/05/06,,"39,445","6,410,312",,Chained Dollars
1991/05/07,,"39,445","6,410,312",,Chained Dollars
1991/05/08,,"39,445","6,410,312",,Chained Dollars
1991/05/09,,"39,445","6,410,312",,Chained Dollars
1991/05/10,,"39,445","6,410,312",,Chained Dollars
1991/05/11,,"39,445","6,410,312",,Chained Dollars
1991/05/12,,"39,445","6,410,312",,Chained Dollars
1991/05/13,,"39,445","6,410,312",,Chained Dollars
1991/05/14,,"39,445","6,410,312",,Chained Dollars
1991/05/15,,"39,445","6,410,312",,Chained Dollars
1991/05/16,,"39,445","6,410,312",,Chained Dollars
1991/05/17,,"39,445","6,410,312",,Chained Dollars
1991/05/18,,"39,445","6,410,312",,Chained Dollars
1991/05/19,,"39,445","6,410,312",,Chained Dollars
1991/05/20,,"39,445","6,410,312",,Chained Dollars
1991/05/21,,"39,445","6,410,312",,Chained Dollars
1991/05/22,,"39,445","6,410,312",,Chained Dollars
1991/05/23,,"39,445","6,410,312",,Chained Dollars
1991/05/24,,"39,445","6,410,312",,Chained Dollars
1991/05/25,,"39,445","6,410,312",,Chained Dollars
1991/05/26,,"39,445","6,410,312",,Chained Dollars
1991/05/27,,"39,445","6,410,312",,Chained Dollars
1991/05/28,,"39,445","6,410,312",,Chained Dollars
1991/05/29,,"39,445","6,410,312",,Chained Dollars
1991/05/30,,"39,445","6,410,312",,Chained Dollars
1991/05/31,,"39,445","6,410,312",,Chained Dollars
1991/06/01,,"39,445","6,410,312",,Chained Dollars
1991/06/02,,"39,445","6,410,312",,Chained Dollars
1991/06/03,,"39,445","6,410,312",,Chained Dollars
1991/06/04,,"39,445","6,410,312",,Chained Dollars
1991/06/05,,"39,445","6,410,312",,Chained Dollars
1991/06/06,,"39,445","6,410,312",,Chained Dollars
1991/06/07,,"39,445","6,410,312",,Chained Dollars
1991/06/08,,"39,445","6,410,312",,Chained Dollars
1991/06/09,,"39,445","6,410,312",,Chained Dollars
1991/06/10,,"39,445","6,410,312",,Chained Dollars
1991/06/11,,"39,445","6,410,312",,Chained Dollars
1991/06/12,,"39,445","6,410,312",,Chained Dollars
1991/06/13,,"39,445","6,410,312",,Chained Dollars
1991/06/14,,"39,445","6,410,312",,Chained Dollars
1991/06/15,,"39,445","6,410,312",,Chained Dollars
1991/06/16,,"39,445","6,410,312",,Chained Dollars
1991/06/17,,"39,445","6,410,312",,Chained Dollars
1991/06/18,,"39,445","6,410,312",,Chained Dollars
1991/06/19,,"39,445","6,410,312",,Chained Dollars
1991/06/20,,"39,445","6,410,312",,Chained Dollars
1991/06/21,,"39,445","6,410,312",,Chained Dollars
1991/06/22,,"39,445","6,410,312",,Chained Dollars
1991/06/23,,"39,445","6,410,312",,Chained Dollars
1991/06/24,,"39,445","6,410,312",,Chained Dollars
1991/06/25,,"39,445","6,410,312",,Chained Dollars
1991/06/26,,"39,445","6,410,312",,Chained Dollars
1991/06/27,,"39,445","6,410,312",,Chained Dollars
1991/06/28,,"39,445","6,410,312",,Chained Dollars
1991/06/29,,"39,445","6,410,312",,Chained Dollars
1991/06/30,,"39,445","6,410,312",,Chained Dollars
1991/07/01,,"39,445","6,410,312",,Chained Dollars
1991/07/02,,"39,445","6,410,312",,Chained Dollars
1991/07/03,,"39,445","6,410,312",,Chained Dollars
1991/07/04,,"39,445","6,410,312",,Chained Dollars
1991/07/05,,"39,445","6,410,312",,Chained Dollars
1991/07/06,,"39,445","6,410,312",,Chained Dollars
1991/07/07,,"39,445","6,410,312",,Chained Dollars
1991/07/08,,"39,445","6,410,312",,Chained Dollars
1991/07/09,,"39,445","6,410,312",,Chained Dollars
1991/07/10,,"39,445","6,410,312",,Chained Dollars
1991/07/11,,"39,445","6,410,312",,Chained Dollars
1991/07/12,,"39,445","6,410,312",,Chained Dollars
1991/07/13,,"39,445","6,410,312",,Chained Dollars
1991/07/14,,"39,445","6,410,312",,Chained Dollars
1991/07/15,,"39,445","6,410,312",,Chained Dollars
1991/07/16,,"39,445","6,410,312",,Chained Dollars
1991/07/17,,"39,445","6,410,312",,Chained Dollars
1991/07/18,,"39,445","6,410,312",,Chained Dollars
1991/07/19,,"39,445","6,410,312",,Chained Dollars
1991/07/20,,"39,445","6,410,312",,Chained Dollars
1991/07/21,,"39,445","6,410,312",,Chained Dollars
1991/07/22,,"39,445","6,410,312",,Chained Dollars
1991/07/23,,"39,445","6,410,312",,Chained Dollars
1991/07/24,,"39,445","6,410,312",,Chained Dollars
1991/07/25,,"39,445","6,410,312",,Chained Dollars
1991/07/26,,"39,445","6,410,312",,Chained Dollars
1991/07/27,,"39,445","6,410,312",,Chained Dollars
1991/07/28,,"39,445","6,410,312",,Chained Dollars
1991/07/29,,"39,445","6,410,312",,Chained Dollars
1991/07/30,,"39,445","6,410,312",,Chained Dollars
1991/07/31,,"39,445","6,410,312",,Chained Dollars
1991/08/01,,"39,445","6,410,312",,Chained Dollars
1991/08/02,,"39,445","6,410,312",,Chained Dollars
1991/08/03,,"39,445","6,410,312",,Chained Dollars
1991/08/04,,"39,445","6,410,312",,Chained Dollars
1991/08/05,,"39,445","6,410,312",,Chained Dollars
1991/08/06,,"39,445","6,410,312",,Chained Dollars
1991/08/07,,"39,445","6,410,312",,Chained Dollars
1991/08/08,,"39,445","6,410,312",,Chained Dollars
1991/08/09,,"39,445","6,410,312",,Chained Dollars
1991/08/10,,"39,445","6,410,312",,Chained Dollars
1991/08/11,,"39,445","6,410,312",,Chained Dollars
1991/08/12,,"39,445","6,410,312",,Chained Dollars
1991/08/13,,"39,445","6,410,312",,Chained Dollars
1991/08/14,,"39,445","6,410,312",,Chained Dollars
1991/08/15,,"39,445","6,410,312",,Chained Dollars
1991/08/16,,"39,445","6,410,312",,Chained Dollars
1991/08/17,,"39,445","6,410,312",,Chained Dollars
1991/08/18,,"39,445","6,410,312",,Chained Dollars
1991/08/19,,"39,445","6,410,312",,Chained Dollars
1991/08/20,,"39,445","6,410,312",,Chained Dollars
1991/08/21,,"39,445","6,410,312",,Chained Dollars
1991/08/22,,"39,445","6,410,312",,Chained Dollars
1991/08/23,,"39,445","6,410,312",,Chained Dollars
1991/08/24,,"39,445","6,410,312",,Chained Dollars
1991/08/25,,"39,445","6,410,312",,Chained Dollars
1991/08/26,,"39,445","6,410,312",,Chained Dollars
1991/08/27,,"39,445","6,410,312",,Chained Dollars
1991/08/28,,"39,445","6,410,312",,Chained Dollars
1991/08/29,,"39,445","6,410,312",,Chained Dollars
1991/08/30,,"39,445","6,410,312",,Chained Dollars
1991/08/31,,"39,445","6,410,312",,Chained Dollars
1991/09/01,,"39,445","6,410,312",,Chained Dollars
1991/09/02,,"39,445","6,410,312",,Chained Dollars
1991/09/03,,"39,445","6,410,312",,Chained Dollars
1991/09/04,,"39,445","6,410,312",,Chained Dollars
1991/09/05,,"39,445","6,410,312",,Chained Dollars
1991/09/06,,"39,445","6,410,312",,Chained Dollars
1991/09/07,,"39,445","6,410,312",,Chained Dollars
1991/09/08,,"39,445","6,410,312",,Chained Dollars
1991/09/09,,"39,445","6,410,312",,Chained Dollars
1991/09/10,,"39,445","6,410,312",,Chained Dollars
1991/09/11,,"39,445","6,410,312",,Chained Dollars
1991/09/12,,"39,445","6,410,312",,Chained Dollars
1991/09/13,,"39,445","6,410,312",,Chained Dollars
1991/09/14,,"39,445","6,410,312",,Chained Dollars
1991/09/15,,"39,445","6,410,312",,Chained Dollars
1991/09/16,,"39,445","6,410,312",,Chained Dollars
1991/09/17,,"39,445","6,410,312",,Chained Dollars
1991/09/18,,"39,445","6,410,312",,Chained Dollars
1991/09/19,,"39,445","6,410,312",,Chained Dollars
1991/09/20,,"39,445","6,410,312",,Chained Dollars
1991/09/21,,"39,445","6,410,312",,Chained Dollars
1991/09/22,,"39,445","6,410,312",,Chained Dollars
1991/09/23,,"39,445","6,410,312",,Chained Dollars
1991/09/24,,"39,445","6,410,312",,Chained Dollars
1991/09/25,,"39,445","6,410,312",,Chained Dollars
1991/09/26,,"39,445","6,410,312",,Chained Dollars
1991/09/27,,"39,445","6,410,312",,Chained Dollars
1991/09/28,,"39,445","6,410,312",,Chained Dollars
1991/09/29,,"39,445","6,410,312",,Chained Dollars
1991/09/30,,"39,445","6,410,312",,Chained Dollars
1991/10/01,,"39,445","6,410,312",,Chained Dollars
1991/10/02,,"39,445","6,410,312",,Chained Dollars
1991/10/03,,"39,445","6,410,312",,Chained Dollars
1991/10/04,,"39,445","6,410,312",,Chained Dollars
1991/10/05,,"39,445","6,410,312",,Chained Dollars
1991/10/06,,"39,445","6,410,312",,Chained Dollars
1991/10/07,,"39,445","6,410,312",,Chained Dollars
1991/10/08,,"39,445","6,410,312",,Chained Dollars
1991/10/09,,"39,445","6,410,312",,Chained Dollars
1991/10/10,,"39,445","6,410,312",,Chained Dollars
1991/10/11,,"39,445","6,410,312",,Chained Dollars
1991/10/12,,"39,445","6,410,312",,Chained Dollars
1991/10/13,,"39,445","6,410,312",,Chained Dollars
1991/10/14,,"39,445","6,410,312",,Chained Dollars
1991/10/15,,"39,445","6,410,312",,Chained Dollars
1991/10/16,,"39,445","6,410,312",,Chained Dollars
1991/10/17,,"39,445","6,410,312",,Chained Dollars
1991/10/18,,"39,445","6,410,312",,Chained Dollars
1991/10/19,,"39,445","6,410,312",,Chained Dollars
1991/10/20,,"39,445","6,410,312",,Chained Dollars
1991/10/21,,"39,445","6,410,312",,Chained Dollars
1991/10/22,,"39,445","6,410,312",,Chained Dollars
1991/10/23,,"39,445","6,410,312",,Chained Dollars
1991/10/24,,"39,445","6,410,312",,Chained Dollars
1991/10/25,,"39,445","6,410,312",,Chained Dollars
1991/10/26,,"39,445","6,410,312",,Chained Dollars
1991/10/27,,"39,445","6,410,312",,Chained Dollars
1991/10/28,,"39,445","6,410,312",,Chained Dollars
1991/10/29,,"39,445","6,410,312",,Chained Dollars
1991/10/30,,"39,445","6,410,312",,Chained Dollars
1991/10/31,,"39,445","6,410,312",,Chained Dollars
1991/11/01,,"39,445","6,410,312",,Chained Dollars
1991/11/02,,"39,445","6,410,312",,Chained Dollars
1991/11/03,,"39,445","6,410,312",,Chained Dollars
1991/11/04,,"39,445","6,410,312",,Chained Dollars
1991/11/05,,"39,445","6,410,312",,Chained Dollars
1991/11/06,,"39,445","6,410,312",,Chained Dollars
1991/11/07,,"39,445","6,410,312",,Chained Dollars
1991/11/08,,"39,445","6,410,312",,Chained Dollars
1991/11/09,,"39,445","6,410,312",,Chained Dollars
1991/11/10,,"39,445","6,410,312",,Chained Dollars
1991/11/11,,"39,445","6,410,312",,Chained Dollars
1991/11/12,,"39,445","6,410,312",,Chained Dollars
1991/11/13,,"39,445","6,410,312",,Chained Dollars
1991/11/14,,"39,445","6,410,312",,Chained Dollars
1991/11/15,,"39,445","6,410,312",,Chained Dollars
1991/11/16,,"39,445","6,410,312",,Chained Dollars
1991/11/17,,"39,445","6,410,312",,Chained Dollars
1991/11/18,,"39,445","6,410,312",,Chained Dollars
1991/11/19,,"39,445","6,410,312",,Chained Dollars
1991/11/20,,"39,445","6,410,312",,Chained Dollars
1991/11/21,,"39,445","6,410,312",,Chained Dollars
1991/11/22,,"39,445","6,410,312",,Chained Dollars
1991/11/23,,"39,445","6,410,312",,Chained Dollars
1991/11/24,,"39,445","6,410,312",,Chained Dollars
1991/11/25,,"39,445","6,410,312",,Chained Dollars
1991/11/26,,"39,445","6,410,312",,Chained Dollars
1991/11/27,,"39,445","6,410,312",,Chained Dollars
1991/11/28,,"39,445","6,410,312",,Chained Dollars
1991/11/29,,"39,445","6,410,312",,Chained Dollars
1991/11/30,,"39,445","6,410,312",,Chained Dollars
1991/12/01,,"39,445","6,410,312",,Chained Dollars
1991/12/02,,"39,445","6,410,312",,Chained Dollars
1991/12/03,,"39,445","6,410,312",,Chained Dollars
1991/12/04,,"39,445","6,410,312",,Chained Dollars
1991/12/05,,"39,445","6,410,312",,Chained Dollars
1991/12/06,,"39,445","6,410,312",,Chained Dollars
1991/12/07,,"39,445","6,410,312",,Chained Dollars
1991/12/08,,"39,445","6,410,312",,Chained Dollars
1991/12/09,,"39,445","6,410,312",,Chained Dollars
1991/12/10,,"39,445","6,410,312",,Chained Dollars
1991/12/11,,"39,445","6,410,312",,Chained Dollars
1991/12/12,,"39,445","6,410,312",,Chained Dollars
1991/12/13,,"39,445","6,410,312",,Chained Dollars
1991/12/14,,"39,445","6,410,312",,Chained Dollars
1991/12/15,,"39,445","6,410,312",,Chained Dollars
1991/12/16,,"39,445","6,410,312",,Chained Dollars
1991/12/17,,"39,445","6,410,312",,Chained Dollars
1991/12/18,,"39,445","6,410,312",,Chained Dollars
1991/12/19,,"39,445","6,410,312",,Chained Dollars
1991/12/20,,"39,445","6,410,312",,Chained Dollars
1991/12/21,,"39,445","6,410,312",,Chained Dollars
1991/12/22,,"39,445","6,410,312",,Chained Dollars
1991/12/23,,"39,445","6,410,312",,Chained Dollars
1991/12/24,,"39,445","6,410,312",,Chained Dollars
1991/12/25,,"39,445","6,410,312",,Chained Dollars
1991/12/26,,"39,445","6,410,312",,Chained Dollars
1991/12/27,,"39,445","6,410,312",,Chained Dollars
1991/12/28,,"39,445","6,410,312",,Chained Dollars
1991/12/29,,"39,445","6,410,312",,Chained Dollars
1991/12/30,,"39,445","6,410,312",,Chained Dollars
1991/12/31,,"39,445","6,410,312",,Chained Dollars
1992/01/01,,"2,985","6,530,335",,Chained Dollars
1992/01/02,,"2,985","6,530,335",,Chained Dollars
1992/01/03,,"2,985","6,530,335",,Chained Dollars
1992/01/04,,"2,985","6,530,335",,Chained Dollars
1992/01/05,,"2,985","6,530,335",,Chained Dollars
1992/01/06,,"2,985","6,530,335",,Chained Dollars
1992/01/07,,"2,985","6,530,335",,Chained Dollars
1992/01/08,,"2,985","6,530,335",,Chained Dollars
1992/01/09,,"2,985","6,530,335",,Chained Dollars
1992/01/10,,"2,985","6,530,335",,Chained Dollars
1992/01/11,,"2,985","6,530,335",,Chained Dollars
1992/01/12,,"2,985","6,530,335",,Chained Dollars
1992/01/13,,"2,985","6,530,335",,Chained Dollars
1992/01/14,,"2,985","6,530,335",,Chained Dollars
1992/01/15,,"2,985","6,530,335",,Chained Dollars
1992/01/16,,"2,985","6,530,335",,Chained Dollars
1992/01/17,,"2,985","6,530,335",,Chained Dollars
1992/01/18,,"2,985","6,530,335",,Chained Dollars
1992/01/19,,"2,985","6,530,335",,Chained Dollars
1992/01/20,,"2,985","6,530,335",,Chained Dollars
1992/01/21,,"2,985","6,530,335",,Chained Dollars
1992/01/22,,"2,985","6,530,335",,Chained Dollars
1992/01/23,,"2,985","6,530,335",,Chained Dollars
1992/01/24,,"2,985","6,530,335",,Chained Dollars
1992/01/25,,"2,985","6,530,335",,Chained Dollars
1992/01/26,,"2,985","6,530,335",,Chained Dollars
1992/01/27,,"2,985","6,530,335",,Chained Dollars
1992/01/28,,"2,985","6,530,335",,Chained Dollars
1992/01/29,,"2,985","6,530,335",,Chained Dollars
1992/01/30,,"2,985","6,530,335",,Chained Dollars
1992/01/31,,"2,985","6,530,335",,Chained Dollars
1992/02/01,,"28,683","6,574,665",,Chained Dollars
1992/02/02,,"28,683","6,574,665",,Chained Dollars
1992/02/03,,"28,683","6,574,665",,Chained Dollars
1992/02/04,,"28,683","6,574,665",,Chained Dollars
1992/02/05,,"28,683","6,574,665",,Chained Dollars
1992/02/06,,"28,683","6,574,665",,Chained Dollars
1992/02/07,,"28,683","6,574,665",,Chained Dollars
1992/02/08,,"28,683","6,574,665",,Chained Dollars
1992/02/09,,"28,683","6,574,665",,Chained Dollars
1992/02/10,,"28,683","6,574,665",,Chained Dollars
1992/02/11,,"28,683","6,574,665",,Chained Dollars
1992/02/12,,"28,683","6,574,665",,Chained Dollars
1992/02/13,,"28,683","6,574,665",,Chained Dollars
1992/02/14,,"28,683","6,574,665",,Chained Dollars
1992/02/15,,"28,683","6,574,665",,Chained Dollars
1992/02/16,,"28,683","6,574,665",,Chained Dollars
1992/02/17,,"28,683","6,574,665",,Chained Dollars
1992/02/18,,"28,683","6,574,665",,Chained Dollars
1992/02/19,,"28,683","6,574,665",,Chained Dollars
1992/02/20,,"28,683","6,574,665",,Chained Dollars
1992/02/21,,"28,683","6,574,665",,Chained Dollars
1992/02/22,,"28,683","6,574,665",,Chained Dollars
1992/02/23,,"28,683","6,574,665",,Chained Dollars
1992/02/24,,"28,683","6,574,665",,Chained Dollars
1992/02/25,,"28,683","6,574,665",,Chained Dollars
1992/02/26,,"28,683","6,574,665",,Chained Dollars
1992/02/27,,"28,683","6,574,665",,Chained Dollars
1992/02/28,,"28,683","6,574,665",,Chained Dollars
1992/02/29,,"28,683","6,574,665",,Chained Dollars
1992/03/01,,"26,307","6,645,140",,Chained Dollars
1992/03/02,,"26,307","6,645,140",,Chained Dollars
1992/03/03,,"26,307","6,645,140",,Chained Dollars
1992/03/04,,"26,307","6,645,140",,Chained Dollars
1992/03/05,,"26,307","6,645,140",,Chained Dollars
1992/03/06,,"26,307","6,645,140",,Chained Dollars
1992/03/07,,"26,307","6,645,140",,Chained Dollars
1992/03/08,,"26,307","6,645,140",,Chained Dollars
1992/03/09,,"26,307","6,645,140",,Chained Dollars
1992/03/10,,"26,307","6,645,140",,Chained Dollars
1992/03/11,,"26,307","6,645,140",,Chained Dollars
1992/03/12,,"26,307","6,645,140",,Chained Dollars
1992/03/13,,"26,307","6,645,140",,Chained Dollars
1992/03/14,,"26,307","6,645,140",,Chained Dollars
1992/03/15,,"26,307","6,645,140",,Chained Dollars
1992/03/16,,"26,307","6,645,140",,Chained Dollars
1992/03/17,,"26,307","6,645,140",,Chained Dollars
1992/03/18,,"26,307","6,645,140",,Chained Dollars
1992/03/19,,"26,307","6,645,140",,Chained Dollars
1992/03/20,,"26,307","6,645,140",,Chained Dollars
1992/03/21,,"26,307","6,645,140",,Chained Dollars
1992/03/22,,"26,307","6,645,140",,Chained Dollars
1992/03/23,,"26,307","6,645,140",,Chained Dollars
1992/03/24,,"26,307","6,645,140",,Chained Dollars
1992/03/25,,"26,307","6,645,140",,Chained Dollars
1992/03/26,,"26,307","6,645,140",,Chained Dollars
1992/03/27,,"26,307","6,645,140",,Chained Dollars
1992/03/28,,"26,307","6,645,140",,Chained Dollars
1992/03/29,,"26,307","6,645,140",,Chained Dollars
1992/03/30,,"26,307","6,645,140",,Chained Dollars
1992/03/31,,"26,307","6,645,140",,Chained Dollars
1992/04/01,,"30,178","6,724,342",,Chained Dollars
1992/04/02,,"30,178","6,724,342",,Chained Dollars
1992/04/03,,"30,178","6,724,342",,Chained Dollars
1992/04/04,,"30,178","6,724,342",,Chained Dollars
1992/04/05,,"30,178","6,724,342",,Chained Dollars
1992/04/06,,"30,178","6,724,342",,Chained Dollars
1992/04/07,,"30,178","6,724,342",,Chained Dollars
1992/04/08,,"30,178","6,724,342",,Chained Dollars
1992/04/09,,"30,178","6,724,342",,Chained Dollars
1992/04/10,,"30,178","6,724,342",,Chained Dollars
1992/04/11,,"30,178","6,724,342",,Chained Dollars
1992/04/12,,"30,178","6,724,342",,Chained Dollars
1992/04/13,,"30,178","6,724,342",,Chained Dollars
1992/04/14,,"30,178","6,724,342",,Chained Dollars
1992/04/15,,"30,178","6,724,342",,Chained Dollars
1992/04/16,,"30,178","6,724,342",,Chained Dollars
1992/04/17,,"30,178","6,724,342",,Chained Dollars
1992/04/18,,"30,178","6,724,342",,Chained Dollars
1992/04/19,,"30,178","6,724,342",,Chained Dollars
1992/04/20,,"30,178","6,724,342",,Chained Dollars
1992/04/21,,"30,178","6,724,342",,Chained Dollars
1992/04/22,,"30,178","6,724,342",,Chained Dollars
1992/04/23,,"30,178","6,724,342",,Chained Dollars
1992/04/24,,"30,178","6,724,342",,Chained Dollars
1992/04/25,,"30,178","6,724,342",,Chained Dollars
1992/04/26,,"30,178","6,724,342",,Chained Dollars
1992/04/27,,"30,178","6,724,342",,Chained Dollars
1992/04/28,,"30,178","6,724,342",,Chained Dollars
1992/04/29,,"30,178","6,724,342",,Chained Dollars
1992/04/30,,"30,178","6,724,342",,Chained Dollars
1992/05/01,,"30,178","6,724,342",,Chained Dollars
1992/05/02,,"30,178","6,724,342",,Chained Dollars
1992/05/03,,"30,178","6,724,342",,Chained Dollars
1992/05/04,,"30,178","6,724,342",,Chained Dollars
1992/05/05,,"30,178","6,724,342",,Chained Dollars
1992/05/06,,"30,178","6,724,342",,Chained Dollars
1992/05/07,,"30,178","6,724,342",,Chained Dollars
1992/05/08,,"30,178","6,724,342",,Chained Dollars
1992/05/09,,"30,178","6,724,342",,Chained Dollars
1992/05/10,,"30,178","6,724,342",,Chained Dollars
1992/05/11,,"30,178","6,724,342",,Chained Dollars
1992/05/12,,"30,178","6,724,342",,Chained Dollars
1992/05/13,,"30,178","6,724,342",,Chained Dollars
1992/05/14,,"30,178","6,724,342",,Chained Dollars
1992/05/15,,"30,178","6,724,342",,Chained Dollars
1992/05/16,,"30,178","6,724,342",,Chained Dollars
1992/05/17,,"30,178","6,724,342",,Chained Dollars
1992/05/18,,"30,178","6,724,342",,Chained Dollars
1992/05/19,,"30,178","6,724,342",,Chained Dollars
1992/05/20,,"30,178","6,724,342",,Chained Dollars
1992/05/21,,"30,178","6,724,342",,Chained Dollars
1992/05/22,,"30,178","6,724,342",,Chained Dollars
1992/05/23,,"30,178","6,724,342",,Chained Dollars
1992/05/24,,"30,178","6,724,342",,Chained Dollars
1992/05/25,,"30,178","6,724,342",,Chained Dollars
1992/05/26,,"30,178","6,724,342",,Chained Dollars
1992/05/27,,"30,178","6,724,342",,Chained Dollars
1992/05/28,,"30,178","6,724,342",,Chained Dollars
1992/05/29,,"30,178","6,724,342",,Chained Dollars
1992/05/30,,"30,178","6,724,342",,Chained Dollars
1992/05/31,,"30,178","6,724,342",,Chained Dollars
1992/06/01,,"30,178","6,724,342",,Chained Dollars
1992/06/02,,"30,178","6,724,342",,Chained Dollars
1992/06/03,,"30,178","6,724,342",,Chained Dollars
1992/06/04,,"30,178","6,724,342",,Chained Dollars
1992/06/05,,"30,178","6,724,342",,Chained Dollars
1992/06/06,,"30,178","6,724,342",,Chained Dollars
1992/06/07,,"30,178","6,724,342",,Chained Dollars
1992/06/08,,"30,178","6,724,342",,Chained Dollars
1992/06/09,,"30,178","6,724,342",,Chained Dollars
1992/06/10,,"30,178","6,724,342",,Chained Dollars
1992/06/11,,"30,178","6,724,342",,Chained Dollars
